"Date";"ProductName";"StockEOD";"DeliveryFromProduction";"Rejection";"StartupLoss";"Obsoletes";"InBackorder"
"2018-10-31";"Fressie Orange/Mango P";131050;0;0;0;0;0
"2018-10-31";"Fressie Orange/Mango+C 1L";150917;0;0;0;0;0
"2018-11-01";"Fressie Orange 1 liter";993652;0;0;0;0;0
"2018-11-01";"Fressie Orange/Mango 1 liter";14970;29422;0;280;0;14172
"2018-11-01";"Fressie Orange/C-power PET";30514;0;0;0;0;0
"2018-11-01";"Fressie Orange PET";646652;0;0;0;0;0
"2018-11-01";"Fressie Orange/Mango PET";116650;0;0;0;0;0
"2018-11-01";"Fressie Orange/Mango+C 1L";150917;0;0;0;0;0
"2018-11-02";"Fressie Orange 1 liter";907852;0;0;0;0;0
"2018-11-02";"Fressie Orange/Mango 1 liter";12570;0;0;0;0;0
"2018-11-02";"Fressie Orange/C-power PET";35655;32741;26667;933;0;0
"2018-11-02";"Fressie Orange PET";646652;0;0;0;0;0
"2018-11-02";"Fressie Orange/Mango PET";116650;0;0;0;0;0
"2018-11-02";"Fressie Orange/Mango+C 1L";150917;0;0;0;0;0
"2018-11-05";"Fressie Orange 1 liter";834052;0;0;0;0;0
"2018-11-05";"Fressie Orange/Mango 1 liter";12570;0;0;0;0;0
"2018-11-05";"Fressie Orange/C-power PET";35655;0;0;0;0;0
"2018-11-05";"Fressie Orange PET";646652;0;0;0;0;0
"2018-11-05";"Fressie Orange/Mango PET";102250;0;0;0;0;0
"2018-11-05";"Fressie Orange/Mango+C 1L";146117;0;0;0;0;0
"2018-11-06";"Fressie Orange 1 liter";834052;0;0;0;0;0
"2018-11-06";"Fressie Orange/Mango 1 liter";2370;0;0;0;0;0
"2018-11-06";"Fressie Orange/C-power PET";29895;0;0;0;0;0
"2018-11-06";"Fressie Orange PET";577532;0;0;0;0;0
"2018-11-06";"Fressie Orange/Mango PET";86478;0;0;0;15772;0
"2018-11-06";"Fressie Orange/Mango+C 1L";146117;0;0;0;0;0
"2018-11-07";"Fressie Orange 1 liter";759652;0;0;0;0;0
"2018-11-07";"Fressie Orange/Mango 1 liter";2370;0;0;0;0;0
"2018-11-07";"Fressie Orange/C-power PET";29895;0;0;0;0;0
"2018-11-07";"Fressie Orange PET";577532;0;0;0;0;0
"2018-11-07";"Fressie Orange/Mango PET";86478;0;0;0;0;0
"2018-11-07";"Fressie Orange/Mango+C 1L";146117;0;0;0;0;0
"2018-11-08";"Fressie Orange 1 liter";720052;0;0;0;0;0
"2018-11-08";"Fressie Orange/Mango 1 liter";0;0;0;0;0;0
"2018-11-08";"Fressie Orange/C-power PET";29895;0;0;0;0;0
"2018-11-08";"Fressie Orange PET";542972;0;0;0;0;0
"2018-11-08";"Fressie Orange/Mango PET";86478;0;0;0;0;0
"2018-11-08";"Fressie Orange/Mango+C 1L";62711;0;0;0;72606;0
"2018-11-09";"Fressie Orange 1 liter";720052;0;0;0;0;0
"2018-11-09";"Fressie Orange/Mango 1 liter";0;0;0;0;0;630
"2018-11-09";"Fressie Orange/C-power PET";24135;0;0;0;0;0
"2018-11-09";"Fressie Orange PET";370172;0;0;0;0;0
"2018-11-09";"Fressie Orange/Mango PET";86478;0;0;0;0;0
"2018-11-09";"Fressie Orange/Mango+C 1L";182664;120233;0;280;0;0
"2018-11-12";"Fressie Orange 1 liter";720052;0;0;0;0;0
"2018-11-12";"Fressie Orange/Mango 1 liter";0;0;0;0;0;630
"2018-11-12";"Fressie Orange/C-power PET";24135;0;0;0;0;0
"2018-11-12";"Fressie Orange PET";370172;0;0;0;0;0
"2018-11-12";"Fressie Orange/Mango PET";83598;0;0;0;0;0
"2018-11-12";"Fressie Orange/Mango+C 1L";182664;0;0;0;0;0
"2018-11-13";"Fressie Orange 1 liter";694852;0;0;0;0;0
"2018-11-13";"Fressie Orange/Mango 1 liter";0;0;0;0;0;3630
"2018-11-13";"Fressie Orange/C-power PET";24135;0;0;0;0;0
"2018-11-13";"Fressie Orange PET";326972;0;0;0;0;0
"2018-11-13";"Fressie Orange/Mango PET";176317;93653;0;933;0;0
"2018-11-13";"Fressie Orange/Mango+C 1L";149664;0;0;0;0;0
"2018-11-14";"Fressie Orange 1 liter";649252;0;0;0;0;0
"2018-11-14";"Fressie Orange/Mango 1 liter";0;0;0;0;0;3630
"2018-11-14";"Fressie Orange/C-power PET";24135;0;0;0;0;0
"2018-11-14";"Fressie Orange PET";678937;352898;0;933;0;0
"2018-11-14";"Fressie Orange/Mango PET";159037;0;0;0;0;0
"2018-11-14";"Fressie Orange/Mango+C 1L";149664;0;0;0;0;0
"2018-11-15";"Fressie Orange 1 liter";395822;0;0;0;253430;0
"2018-11-15";"Fressie Orange/Mango 1 liter";0;0;0;0;0;3630
"2018-11-15";"Fressie Orange/C-power PET";9735;0;0;0;0;0
"2018-11-15";"Fressie Orange PET";592537;0;0;0;0;0
"2018-11-15";"Fressie Orange/Mango PET";159037;0;0;0;0;0
"2018-11-15";"Fressie Orange/Mango+C 1L";149664;0;0;0;0;0
"2018-11-16";"Fressie Orange 1 liter";371822;0;0;0;0;0
"2018-11-16";"Fressie Orange/Mango 1 liter";0;0;0;0;0;3630
"2018-11-16";"Fressie Orange/C-power PET";6855;0;0;0;0;0
"2018-11-16";"Fressie Orange PET";569497;0;0;0;0;0
"2018-11-16";"Fressie Orange/Mango PET";124477;0;0;0;0;0
"2018-11-16";"Fressie Orange/Mango+C 1L";131664;0;0;0;0;0
"2018-11-19";"Fressie 0range 1 liter";963278;591736;0;280;0;0
"2018-11-19";"Fressie 0range/Mango 1 liter";0;0;0;0;0;6030
"2018-11-19";"Fressie 0range/C-power PET";5141;0;0;0;1714;0
"2018-11-19";"Fressie 0range PET";549337;0;0;0;0;0
"2018-11-19";"Fressie 0range/Mango PET";107197;0;0;0;0;0
"2018-11-19";"Fressie 0range/Mango+C 1L";119664;0;0;0;0;0
"2018-11-20";"Fressie Orange 1 liter";915278;0;0;0;0;0
"2018-11-20";"Fressie Orange/Mango 1 liter";0;0;0;0;0;6030
"2018-11-20";"Fressie Orange/C-power PET";30875;26667;0;933;0;0
"2018-11-20";"Fressie Orange PET";517657;0;0;0;0;0
"2018-11-20";"Fressie Orange/Mango PET";107197;0;0;0;0;0
"2018-11-20";"Fressie Orange/Mango+C 1L";119664;0;0;0;0;0
"2018-11-21";"Fressie Orange 1 liter";915278;0;0;0;0;0
"2018-11-21";"Fressie Orange/Mango 1 liter";19612;29522;0;280;0;9630
"2018-11-21";"Fressie Orange/C-power PET";30875;0;0;0;0;0
"2018-11-21";"Fressie Orange PET";483097;0;0;0;0;0
"2018-11-21";"Fressie Orange/Mango PET";104317;0;0;0;0;0
"2018-11-21";"Fressie Orange/Mango+C 1L";110064;0;0;0;0;0
"2018-11-22";"Fressie Orange 1 liter";849278;0;0;0;0;0
"2018-11-22";"Fressie Orange/Mango 1 liter";17812;0;0;0;0;0
"2018-11-22";"Fressie Orange/C-power PET";27995;0;0;0;0;0
"2018-11-22";"Fressie Orange PET";445657;0;0;0;0;0
"2018-11-22";"Fressie Orange/Mango PET";104317;0;0;0;0;0
"2018-11-22";"Fressie Orange/Mango+C 1L";86064;0;0;0;0;0
"2018-11-23";"Fressie Orange 1 liter";849278;0;0;0;0;0
"2018-11-23";"Fressie Orange/Mango 1 liter";14212;0;0;0;0;0
"2018-11-23";"Fressie Orange/C-power PET";27995;0;0;0;0;0
"2018-11-23";"Fressie Orange PET";445657;0;0;0;0;0
"2018-11-23";"Fressie Orange/Mango PET";98557;0;0;0;0;0
"2018-11-23";"Fressie Orange/Mango+C 1L";86064;0;0;0;0;0
"2018-11-26";"Fressie Orange 1 liter";824678;0;0;0;0;0
"2018-11-26";"Fressie Orange/Mango 1 liter";14212;0;0;0;0;0
"2018-11-26";"Fressie Orange/C-power PET";16475;0;0;0;0;0
"2018-11-26";"Fressie Orange PET";445657;0;0;0;0;0
"2018-11-26";"Fressie Orange/Mango PET";95677;0;0;0;0;0
"2018-11-26";"Fressie Orange/Mango+C 1L";65664;0;0;0;0;0
"2018-11-27";"Fressie Orange 1 liter";824678;0;0;0;0;0
"2018-11-27";"Fressie Orange/Mango 1 liter";14212;0;0;0;0;0
"2018-11-27";"Fressie Orange/C-power PET";16475;0;0;0;0;0
"2018-11-27";"Fressie Orange PET";445657;0;0;0;0;0
"2018-11-27";"Fressie Orange/Mango PET";95677;0;0;0;0;0
"2018-11-27";"Fressie Orange/Mango+C 1L";65664;0;0;0;0;0
"2018-11-28";"Fressie Orange 1L";824678;0;0;0;0;0
"2018-11-28";"Fressie Orange/Mango 1L";14212;0;0;0;0;0
"2018-11-28";"Fressie Orange/C-power PET";16475;0;0;0;0;0
"2018-11-28";"Fressie Orange PET";445657;0;0;0;0;0
"2018-11-28";"Fressie Orange/Mango PET";89917;0;0;0;0;0
"2018-11-28";"Fressie Orange/Mango+C 1L";54864;0;0;0;0;0
"2018-11-29";"Fressie Orange 1 liter";824678;0;0;0;0;0
"2018-11-29";"Fressie Orange/Mango 1 liter";14212;0;0;0;0;0
"2018-11-29";"Fressie Orange/C-power PET";10715;0;0;0;0;0
"2018-11-29";"Fressie Orange PET";396697;0;0;0;0;0
"2018-11-29";"Fressie Orange/Mango PET";89917;0;0;0;0;0
"2018-11-29";"Fressie Orange/Mango+C 1L";54864;0;0;0;0;0
"2018-11-30";"Fressie Orange 1 liter";777878;0;0;0;0;0
"2018-11-30";"Fressie Orange/Mango 1 liter";10612;0;0;0;0;0
"2018-11-30";"Fressie Orange/C-power PET";1;0;0;0;0;0
"2018-11-30";"Fressie Orange PET";308765;0;0;0;44732;0
"2018-11-30";"Fressie Orange/Mango PET";84157;0;0;0;0;0
"2018-11-30";"Fressie Orange/Mango+C 1L";135551;88967;8000;280;0;0
"2018-12-03";"Fressie Orange 1 liter";711278;0;0;0;0;0
"2018-12-03";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-03";"Fressie Orange/C-power PET";1;0;0;0;0;806
"2018-12-03";"Fressie Orange PET";251165;0;0;0;0;0
"2018-12-03";"Fressie Orange/Mango PET";84157;0;0;0;0;0
"2018-12-03";"Fressie Orange/Mango+C 1L";128351;0;0;0;0;0
"2018-12-04";"Fressie Orange 1 liter";711278;0;0;0;0;0
"2018-12-04";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-04";"Fressie Orange/C-power PET";1;0;0;0;0;806
"2018-12-04";"Fressie Orange PET";251165;0;0;0;0;0
"2018-12-04";"Fressie Orange/Mango PET";84157;0;0;0;0;0
"2018-12-04";"Fressie Orange/Mango+C 1L";128351;0;0;0;0;0
"2018-12-05";"Fressie Orange 1 liter";1094419;408021;0;280;0;0
"2018-12-05";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-05";"Fressie Orange/C-power PET";1;0;0;0;0;6566
"2018-12-05";"Fressie Orange PET";788768;538537;0;933;0;0
"2018-12-05";"Fressie Orange/Mango PET";78397;0;0;0;0;0
"2018-12-05";"Fressie Orange/Mango+C 1L";118151;0;0;0;0;0
"2018-12-06";"Fressie Orange 1 liter";1094419;0;0;0;0;0
"2018-12-06";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-06";"Fressie Orange/C-power PET";1;0;0;0;0;6566
"2018-12-06";"Fressie Orange PET";719648;0;0;0;0;0
"2018-12-06";"Fressie Orange/Mango PET";78397;0;0;0;0;0
"2018-12-06";"Fressie Orange/Mango+C 1L";118151;0;0;0;0;0
"2018-12-07";"Fressie Orange 1 liter";966197;0;0;0;95222;0
"2018-12-07";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-07";"Fressie Orange/C-power PET";1;0;0;0;0;6566
"2018-12-07";"Fressie Orange PET";719648;0;0;0;0;0
"2018-12-07";"Fressie Orange/Mango PET";78397;0;0;0;0;0
"2018-12-07";"Fressie Orange/Mango+C 1L";109151;0;0;0;0;0
"2018-12-10";"Fressie Orange 1 liter";966197;0;0;0;0;0
"2018-12-10";"Fressie Orange/Mango 1 liter";7012;0;0;0;0;0
"2018-12-10";"Fressie Orange/C-power PET";1;0;0;0;0;12326
"2018-12-10";"Fressie Orange PET";719648;0;0;0;0;0
"2018-12-10";"Fressie Orange/Mango PET";128365;56661;0;933;0;0
"2018-12-10";"Fressie Orange/Mango+C 1L";109151;0;0;0;0;0
"2018-12-11";"Fressie Orange 1 liter";966197;0;0;0;0;0
"2018-12-11";"Fressie Orange/Mango 1 liter";2812;0;0;0;0;0
"2018-12-11";"Fressie Orange/C-power PET";1;0;0;0;0;12326
"2018-12-11";"Fressie Orange PET";719648;0;0;0;0;0
"2018-12-11";"Fressie Orange/Mango PET";128365;0;0;0;0;0
"2018-12-11";"Fressie Orange/Mango+C 1L";80951;0;0;0;0;0
"2018-12-12";"Fressie Orange 1 liter";925997;0;0;0;0;0
"2018-12-12";"Fressie Orange/Mango 1 liter";0;0;0;0;0;0
"2018-12-12";"Fressie Orange/C-power PET";1;0;0;0;0;23846
"2018-12-12";"Fressie Orange PET";690848;0;0;0;0;0
"2018-12-12";"Fressie Orange/Mango PET";113965;0;0;0;0;0
"2018-12-12";"Fressie Orange/Mango+C 1L";80951;0;0;0;0;0
"2018-12-13";"Fressie Orange 1 liter";925997;0;0;0;0;0
"2018-12-13";"Fressie Orange/Mango 1 liter";0;0;0;0;0;188
"2018-12-13";"Fressie Orange/C-power PET";18823;46482;0;933;0;26726
"2018-12-13";"Fressie Orange PET";610208;0;0;0;0;0
"2018-12-13";"Fressie Orange/Mango PET";99565;0;0;0;0;0
"2018-12-13";"Fressie Orange/Mango+C 1L";80951;0;0;0;0;0
"2018-12-14";"Fressie Orange 1 liter";900797;0;0;0;0;0
"2018-12-14";"Fressie Orange/Mango 1 liter";0;0;0;0;0;188
"2018-12-14";"Fressie Orange/C-power PET";18823;0;0;0;0;0
"2018-12-14";"Fressie Orange PET";610208;0;0;0;0;0
"2018-12-14";"Fressie Orange/Mango PET";93805;0;0;0;0;0
"2018-12-14";"Fressie Orange/Mango+C 1L";68951;0;0;0;0;0
"2018-12-17";"Fressie Orange 1 liter";900797;0;0;0;0;0
"2018-12-17";"Fressie Orange/Mango 1 liter";12327;20795;8000;280;0;188
"2018-12-17";"Fressie Orange/C-power PET";13063;0;0;0;0;0
"2018-12-17";"Fressie Orange PET";578528;0;0;0;0;0
"2018-12-17";"Fressie Orange/Mango PET";93805;0;0;0;0;0
"2018-12-17";"Fressie Orange/Mango+C 1L";68951;0;0;0;0;0
"2018-12-18";"Fressie Orange 1 liter";689597;0;0;0;0;0
"2018-12-18";"Fressie Orange/Mango 1 liter";12327;0;0;0;0;0
"2018-12-18";"Fressie Orange/C-power PET";13063;0;0;0;0;0
"2018-12-18";"Fressie Orange PET";578528;0;0;0;0;0
"2018-12-18";"Fressie Orange/Mango PET";90925;0;0;0;0;0
"2018-12-18";"Fressie Orange/Mango+C 1L";34751;0;0;0;0;0
"2018-12-19";"Fressie 0range 1 liter";689597;0;0;0;0;0
"2018-12-19";"Fressie 0range/Mango 1 liter";8127;0;0;0;0;0
"2018-12-19";"Fressie 0range/C-power PET";13063;0;0;0;0;0
"2018-12-19";"Fressie 0range PET";578528;0;0;0;0;0
"2018-12-19";"Fressie 0range/Mango PET";90925;0;0;0;0;0
"2018-12-19";"Fressie 0range/Mango+C 1L";34751;0;0;0;0;0
"2018-12-20";"Fressie Orange 1 liter";612197;0;0;0;0;0
"2018-12-20";"Fressie Orange/Mango 1 liter";8127;0;0;0;0;0
"2018-12-20";"Fressie Orange/C-power PET";13063;0;0;0;0;0
"2018-12-20";"Fressie Orange PET";495008;0;0;0;0;0
"2018-12-20";"Fressie Orange/Mango PET";90925;0;0;0;0;0
"2018-12-20";"Fressie Orange/Mango+C 1L";34751;0;0;0;0;0
"2018-12-21";"Fressie Orange 1 liter";612197;0;0;0;0;0
"2018-12-21";"Fressie Orange/Mango 1 liter";8127;0;0;0;0;0
"2018-12-21";"Fressie Orange/C-power PET";7303;0;0;0;0;0
"2018-12-21";"Fressie Orange PET";451808;0;0;0;0;0
"2018-12-21";"Fressie Orange/Mango PET";35568;0;0;0;35197;0
"2018-12-21";"Fressie Orange/Mango+C 1L";26351;0;0;0;0;0
"2018-12-24";"Fressie Orange 1 liter";612197;0;0;0;0;0
"2018-12-24";"Fressie Orange/Mango 1 liter";8127;0;0;0;0;0
"2018-12-24";"Fressie Orange/C-power PET";4423;0;0;0;0;0
"2018-12-24";"Fressie Orange PET";428768;0;0;0;0;0
"2018-12-24";"Fressie Orange/Mango PET";29808;0;0;0;0;0
"2018-12-24";"Fressie Orange/Mango+C 1L";26351;0;0;0;0;0
"2018-12-25";"Fressie Orange 1 liter";594797;0;0;0;0;0
"2018-12-25";"Fressie Orange/Mango 1 liter";327;0;0;0;0;0
"2018-12-25";"Fressie Orange/C-power PET";4423;0;0;0;0;0
"2018-12-25";"Fressie Orange PET";1066227;638392;0;933;0;0
"2018-12-25";"Fressie Orange/Mango PET";29808;0;0;0;0;0
"2018-12-25";"Fressie Orange/Mango+C 1L";177157;159486;0;280;0;0
"2018-12-26";"Fressie Orange 1 liter";1147181;622264;0;280;0;0
"2018-12-26";"Fressie Orange/Mango 1 liter";327;0;0;0;0;0
"2018-12-26";"Fressie Orange/C-power PET";4423;0;0;0;0;0
"2018-12-26";"Fressie Orange PET";1066227;0;0;0;0;0
"2018-12-26";"Fressie Orange/Mango PET";114753;85879;0;933;0;0
"2018-12-26";"Fressie Orange/Mango+C 1L";177157;0;0;0;0;0
"2018-12-27";"Fressie Orange 1 liter";1029725;0;0;0;117456;0
"2018-12-27";"Fressie Orange/Mango 1 liter";0;0;0;0;0;0
"2018-12-27";"Fressie Orange/C-power PET";4423;0;0;0;0;0
"2018-12-27";"Fressie Orange PET";1014387;0;0;0;0;0
"2018-12-27";"Fressie Orange/Mango PET";114753;0;0;0;0;0
"2018-12-27";"Fressie Orange/Mango+C 1L";177157;0;0;0;0;0
"2018-12-28";"Fressie Orange 1L";936725;0;0;0;0;0
"2018-12-28";"Fressie Orange/Mango 1L";0;0;0;0;0;3273
"2018-12-28";"Fressie Orange/C-power PET";0;0;0;0;0;0
"2018-12-28";"Fressie Orange PET";968307;0;0;0;0;0
"2018-12-28";"Fressie Orange/Mango PET";94593;0;0;0;0;0
"2018-12-28";"Fressie Orange/Mango+C 1L";151957;0;0;0;0;0
"2018-12-31";"Fressie Orange 1 liter";936725;0;0;0;0;0
"2018-12-31";"Fressie Orange/Mango 1 liter";0;0;0;0;0;3273
"2018-12-31";"Fressie Orange/C-power P";0;0;0;0;0;1337
"2018-12-31";"Fressie Orange P";910707;0;0;0;0;0
"2018-12-31";"Fressie Orange/Mango P";94593;0;0;0;0;0
"2018-12-31";"Fressie Orange/Mango+C 1L";144157;0;0;0;0;0
"2019-01-01";"Fressie Orange 1 liter";847325;0;0;0;0;0
"2019-01-01";"Fressie Orange/Mango 1 liter";0;0;0;0;0;5673
"2019-01-01";"Fressie Orange/C-power PET";0;0;0;0;0;7097
"2019-01-01";"Fressie Orange PET";818547;0;0;0;0;0
"2019-01-01";"Fressie Orange/Mango PET";94593;0;0;0;0;0
"2019-01-01";"Fressie Orange/Mango+C 1L";135157;0;0;0;0;0
"2019-01-02";"Fressie Orange 1 liter";818525;0;0;0;0;0
"2019-01-02";"Fressie Orange/Mango 1 liter";0;8858;0;280;0;10473
"2019-01-02";"Fressie Orange/C-power PET";38533;49443;0;933;0;9977
"2019-01-02";"Fressie Orange PET";807027;0;0;0;0;0
"2019-01-02";"Fressie Orange/Mango PET";91713;0;0;0;0;0
"2019-01-02";"Fressie Orange/Mango+C 1L";135157;0;0;0;0;0
"2019-01-03";"Fressie Orange 1 liter";793325;0;0;0;0;0
"2019-01-03";"Fressie Orange/Mango 1 liter";0;0;0;0;0;1895
"2019-01-03";"Fressie Orange/C-power PET";38533;0;0;0;0;0
"2019-01-03";"Fressie Orange PET";807027;0;0;0;0;0
"2019-01-03";"Fressie Orange/Mango PET";91713;0;0;0;0;0
"2019-01-03";"Fressie Orange/Mango+C 1L";118357;0;0;0;0;0
"2019-01-04";"Fressie Orange 1 liter";793325;0;0;0;0;0
"2019-01-04";"Fressie Orange/Mango 1 liter";0;0;0;0;0;1895
"2019-01-04";"Fressie Orange/C-power PET";32773;0;0;0;0;0
"2019-01-04";"Fressie Orange PET";700467;0;0;0;0;0
"2019-01-04";"Fressie Orange/Mango PET";91713;0;0;0;0;0
"2019-01-04";"Fressie Orange/Mango+C 1L";118357;0;0;0;0;0
"2019-01-07";"Fressie Orange 1 liter";793325;0;0;0;0;0
"2019-01-07";"Fressie Orange/Mango 1 liter";0;0;0;0;0;1895
"2019-01-07";"Fressie Orange/C-power PET";32773;0;0;0;0;0
"2019-01-07";"Fressie Orange PET";700467;0;0;0;0;0
"2019-01-07";"Fressie Orange/Mango PET";91713;0;0;0;0;0
"2019-01-07";"Fressie Orange/Mango+C 1L";118357;0;0;0;0;0
"2019-01-08";"Fressie Orange 1 liter";720725;0;0;0;0;0
"2019-01-08";"Fressie Orange/Mango 1 liter";0;0;0;0;0;4895
"2019-01-08";"Fressie Orange/C-power PET";27013;0;0;0;0;0
"2019-01-08";"Fressie Orange PET";680307;0;0;0;0;0
"2019-01-08";"Fressie Orange/Mango PET";91713;0;0;0;0;0
"2019-01-08";"Fressie Orange/Mango+C 1L";108757;0;0;0;0;0
"2019-01-09";"Fressie Orange 1 liter";720725;0;0;0;0;0
"2019-01-09";"Fressie Orange/Mango 1 liter";0;0;0;0;0;10295
"2019-01-09";"Fressie Orange/C-power PET";27013;0;0;0;0;0
"2019-01-09";"Fressie Orange PET";651507;0;0;0;0;0
"2019-01-09";"Fressie Orange/Mango PET";65793;0;0;0;0;0
"2019-01-09";"Fressie Orange/Mango+C 1L";266950;166473;8000;280;0;0
"2019-01-10";"Fressie Orange 1 liter";663725;0;0;0;0;0
"2019-01-10";"Fressie Orange/Mango 1 liter";0;0;0;0;0;10295
"2019-01-10";"Fressie Orange/C-power PET";27013;0;0;0;0;0
"2019-01-10";"Fressie Orange PET";651507;0;0;0;0;0
"2019-01-10";"Fressie Orange/Mango PET";65793;0;0;0;0;0
"2019-01-10";"Fressie Orange/Mango+C 1L";266950;0;0;0;0;0
"2019-01-11";"Fressie Orange 1 liter";663725;0;0;0;0;0
"2019-01-11";"Fressie Orange/Mango 1 liter";0;0;0;0;0;10295
"2019-01-11";"Fressie Orange/C-power PET";27013;0;0;0;0;0
"2019-01-11";"Fressie Orange PET";605427;0;0;0;0;0
"2019-01-11";"Fressie Orange/Mango PET";65793;0;0;0;0;0
"2019-01-11";"Fressie Orange/Mango+C 1L";259750;0;0;0;0;0
"2019-01-14";"Fressie Orange 1 liter";621984;0;0;0;41741;0
"2019-01-14";"Fressie Orange/Mango 1 liter";0;0;0;0;0;10295
"2019-01-14";"Fressie Orange/C-power PET";24133;0;0;0;0;0
"2019-01-14";"Fressie Orange PET";582387;0;0;0;0;0
"2019-01-14";"Fressie Orange/Mango PET";57153;0;0;0;0;0
"2019-01-14";"Fressie Orange/Mango+C 1L";236350;0;0;0;0;0
"2019-01-15";"Fressie Orange 1 liter";555384;0;0;0;0;0
"2019-01-15";"Fressie Orange/Mango 1 liter";0;0;0;0;0;10295
"2019-01-15";"Fressie Orange/C-power PET";24133;0;0;0;0;0
"2019-01-15";"Fressie Orange PET";544947;0;0;0;0;0
"2019-01-15";"Fressie Orange/Mango PET";42753;0;0;0;0;0
"2019-01-15";"Fressie Orange/Mango+C 1L";223750;0;0;0;0;0
"2019-01-16";"Fressie Orange 1 liter";1093664;573360;0;280;0;0
"2019-01-16";"Fressie Orange/Mango 1 liter";0;0;0;0;0;12695
"2019-01-16";"Fressie Orange/C-power PET";24133;0;0;0;0;0
"2019-01-16";"Fressie Orange PET";544947;0;0;0;0;0
"2019-01-16";"Fressie Orange/Mango PET";42753;0;0;0;0;0
"2019-01-16";"Fressie Orange/Mango+C 1L";223750;0;0;0;0;0
"2019-01-17";"Fressie Orange 1 liter";1033664;0;0;0;0;0
"2019-01-17";"Fressie Orange/Mango 1 liter";0;0;0;0;0;12695
"2019-01-17";"Fressie Orange/C-power PET";15493;0;0;0;0;0
"2019-01-17";"Fressie Orange PET";495987;0;0;0;0;0
"2019-01-17";"Fressie Orange/Mango PET";19713;0;0;0;0;0
"2019-01-17";"Fressie Orange/Mango+C 1L";193150;0;0;0;0;0
"2019-01-18";"Fressie Orange 1 liter";1033664;0;0;0;0;0
"2019-01-18";"Fressie Orange/Mango 1 liter";0;0;0;0;0;16895
"2019-01-18";"Fressie Orange/C-power PET";15493;0;0;0;0;0
"2019-01-18";"Fressie Orange PET";864461;403967;0;933;0;0
"2019-01-18";"Fressie Orange/Mango PET";19713;0;0;0;0;0
"2019-01-18";"Fressie Orange/Mango+C 1L";193150;0;0;0;0;0
"2019-01-21";"Fressie Orange 1 liter";998264;0;0;0;0;0
"2019-01-21";"Fressie Orange/Mango 1 liter";0;0;0;0;0;16895
"2019-01-21";"Fressie Orange/C-power PET";12613;0;0;0;0;0
"2019-01-21";"Fressie Orange PET";708941;0;0;0;0;0
"2019-01-21";"Fressie Orange/Mango PET";73246;57346;0;933;0;0
"2019-01-21";"Fressie Orange/Mango+C 1L";193150;0;0;0;0;0
"2019-01-22";"Fressie Orange 1 liter";953864;0;0;0;0;0
"2019-01-22";"Fressie Orange/Mango 1 liter";0;0;0;0;0;16895
"2019-01-22";"Fressie Orange/C-power PET";1093;0;0;0;0;0
"2019-01-22";"Fressie Orange PET";694541;0;0;0;0;0
"2019-01-22";"Fressie Orange/Mango PET";67486;0;0;0;0;0
"2019-01-22";"Fressie Orange/Mango+C 1L";166750;0;0;0;0;0
"2019-01-23";"Fressie Orange 1 liter";953864;0;0;0;0;0
"2019-01-23";"Fressie Orange/Mango 1 liter";0;0;0;0;0;19895
"2019-01-23";"Fressie Orange/C-power PET";1093;0;0;0;0;0
"2019-01-23";"Fressie Orange PET";694541;0;0;0;0;0
"2019-01-23";"Fressie Orange/Mango PET";67486;0;0;0;0;0
"2019-01-23";"Fressie Orange/Mango+C 1L";166750;0;0;0;0;0
"2019-01-24";"Fressie Orange 1 liter";912464;0;0;0;0;0
"2019-01-24";"Fressie Orange/Mango 1 liter";0;0;0;0;0;19895
"2019-01-24";"Fressie Orange/C-power PET";0;0;0;0;0;0
"2019-01-24";"Fressie Orange PET";605261;0;0;0;0;0
"2019-01-24";"Fressie Orange/Mango PET";67486;0;0;0;0;0
"2019-01-24";"Fressie Orange/Mango+C 1L";166750;0;0;0;0;0
"2019-01-25";"Fressie Orange 1 liter";912464;0;0;0;0;0
"2019-01-25";"Fressie Orange/Mango 1 liter";0;0;0;0;0;24095
"2019-01-25";"Fressie Orange/C-power PET";41464;47064;0;933;0;1787
"2019-01-25";"Fressie Orange PET";590861;0;0;0;0;0
"2019-01-25";"Fressie Orange/Mango PET";67486;0;0;0;0;0
"2019-01-25";"Fressie Orange/Mango+C 1L";166750;0;0;0;0;0
"2019-01-28";"Fressie Orange 1L";912464;0;0;0;0;0
"2019-01-28";"Fressie Orange/Mango 1L";0;27055;8000;280;0;24095
"2019-01-28";"Fressie Orange/C-power PET";41464;0;0;0;0;0
"2019-01-28";"Fressie Orange PET";559181;0;0;0;0;0
"2019-01-28";"Fressie Orange/Mango PET";58846;0;0;0;0;0
"2019-01-28";"Fressie Orange/Mango+C 1L";99550;0;0;0;0;0
"2019-01-29";"Fressie Orange 1 liter";654464;0;0;0;0;0
"2019-01-29";"Fressie Orange/Mango 1 liter";17986;25386;0;280;0;7120
"2019-01-29";"Fressie Orange/C-power PET";38584;0;0;0;0;0
"2019-01-29";"Fressie Orange PET";559181;0;0;0;0;0
